cpu,memory,memory_swap_in,memory_swap_out,disk_request_read,disk_request_write,interface_bytes_in,interface_bytes_out,interface_packets_in,interface_packets_out,label,label2
25.66,218.0,-1,0.0,0.0,0.6,2356831.75,2303255.48,54905.39,54279.49,1,3
25.72,218.0,-1,0.0,0.0,0.81,2428779.91,2300093.51,55802.78,54584.93,1,3
27.55,218.0,-1,0.0,0.0,0.4,2288017.06,2367585.79,59424.33,55537.71,1,3
26.59,218.0,-1,0.0,0.0,0.0,2295848.21,2246614.98,56324.03,56462.82,1,3
27.74,218.0,-1,0.0,0.0,0.4,2424343.02,2462687.51,56586.35,55185.62,1,3
25.92,218.0,-1,-1,0.0,0.41,2329373.04,2370950.02,-1,59735.88,1,3
29.57,218.0,-1,0.0,0.0,1.0,2496488.39,2490771.06,60317.43,56564.73,1,3
27.68,218.0,-1,0.0,0.0,0.51,2262030.08,-1,-1,55825.1,1,3
30.83,218.0,-1,0.0,0.0,0.39,2328084.56,2323029.66,62123.08,54945.93,1,3
28.43,218.0,-1,0.0,0.0,0.0,2484588.39,2341941.66,55709.98,54139.2,1,3
25.97,218.0,-1,0.0,0.0,-1,2355333.21,2512251.12,-1,55266.13,1,3
24.03,218.0,-1,0.0,0.0,0.81,2350787.24,2268845.3,51826.88,53078.11,1,3
26.36,218.0,-1,0.0,0.0,-1,2470452.17,2393436.56,58658.26,-1,1,3
29.61,218.0,-1,0.0,0.0,0.39,2389835.72,2323735.15,62160.16,55160.69,1,3
25.99,218.0,-1,0.0,0.0,0.51,2371601.69,2252241.45,56292.34,55030.26,1,3
27.3,218.0,-1,0.0,0.0,0.37,2715881.14,2745469.54,64745.19,59614.53,1,3
32.54,218.0,-1,0.0,0.0,0.4,2623421.97,2436055.39,58643.03,58824.31,1,3
26.34,218.0,-1,0.0,0.0,-1,2474615.66,2578573.23,61850.76,-1,1,3
35.2,-1,-1,0.0,0.0,0.67,2553368.94,2553307.56,58553.57,60962.31,1,3
30.65,215.0,-1,0.0,0.52,0.54,2429274.7,2535059.47,58349.21,60834.14,1,3
-1,218.0,-1,0.0,-1,-1,2776155.55,2140360.07,65648.33,55213.01,1,3
-1,218.0,-1,0.0,-1,0.0,2172730.56,2392023.45,52318.5,54595.04,1,3
-1,-1,-1,0.0,-1,0.4,2395968.08,2323935.27,61008.48,54694.38,1,3
28.09,218.0,-1,0.0,0.0,0.55,2442484.33,2200792.95,52144.35,52164.95,1,3
25.46,218.0,-1,0.0,0.1,3.16,2253997.14,2449347.48,56014.62,56237.22,1,3
26.18,218.0,-1,0.0,0.1,0.7,2240968.75,2434840.28,53430.33,53195.14,1,3
35.04,218.0,-1,0.0,0.0,0.38,2888983.15,2381385.83,69132.27,56910.56,1,3
-1,-1,-1,0.0,0.0,-1,2811609.13,-1,-1,-1,1,3
31.81,218.0,-1,0.0,0.0,0.38,2314016.89,2396625.31,51541.87,56029.58,1,3
29.76,218.0,-1,0.0,0.0,0.4,2275102.9,2337256.4,55608.29,57595.22,1,3
27.66,218.0,-1,0.0,0.0,1.22,2492921.91,2440749.1,66186.72,63832.43,1,3
27.13,-1,-1,-1,0.0,0.38,2518762.5,-1,-1,60424.53,1,3
-1,218.0,-1,0.0,-1,-1,2423041.11,2272465.05,-1,-1,1,3
28.73,-1,-1,0.0,0.0,0.38,2352694.97,2486980.7,55110.73,59795.61,1,3
25.07,218.0,-1,0.0,0.0,0.4,2283409.78,2325302.69,57093.74,51477.26,1,3
31.18,218.0,-1,0.0,0.0,0.65,2521498.46,2017986.31,57534.32,49122.12,1,3
29.74,218.0,-1,0.0,0.0,1.11,2286369.95,2683159.55,57547.62,56248.8,1,3
-1,-1,-1,-1,-1,0.19,2679480.55,2413338.59,57045.99,57682.13,1,3
27.76,218.0,-1,0.0,0.0,0.4,2348158.61,2336432.55,66990.5,-1,1,3
29.23,218.0,-1,0.0,0.0,0.41,2507443.66,2545326.59,55109.46,61420.65,1,3
27.14,218.0,-1,0.0,0.0,0.41,2373150.48,2370867.87,58317.62,55664.2,1,3
27.24,218.0,-1,0.0,0.0,0.57,2417047.54,2497832.47,55224.49,56617.38,1,3
28.04,-1,-1,-1,0.0,1.04,2331595.75,-1,-1,-1,1,3
29.79,218.0,-1,0.0,0.0,0.38,2495258.56,2474323.78,54248.77,59777.23,1,3
25.79,218.0,-1,0.0,0.0,0.0,2617267.98,2306490.85,55209.28,51758.65,1,3
27.83,218.0,-1,0.0,0.0,0.38,2691565.31,2088030.22,64719.29,51676.61,1,3
27.26,218.0,-1,0.0,0.0,0.4,2331275.5,2135376.13,55938.22,50467.39,1,3
-1,-1,-1,0.0,-1,-1,2493771.73,2441558.06,-1,57778.11,1,3
29.02,219.0,-1,0.0,0.0,0.37,2362569.19,2405892.06,57033.95,59657.84,1,3
27.16,219.0,-1,0.0,0.0,0.39,-1,2561664.2,57945.52,55974.12,1,3
30.09,219.0,-1,0.0,0.0,0.0,2451581.75,2312893.37,64111.98,57343.32,1,3
27.1,219.0,-1,0.0,0.0,0.39,2466841.13,2418235.89,58484.22,58110.04,1,3
28.99,-1,-1,-1,-1,-1,-1,2546920.7,59270.86,-1,1,3
32.35,219.0,-1,0.0,0.0,1.0,2656214.4,2132962.27,62548.88,-1,1,3
23.03,219.0,-1,0.0,0.0,0.4,2400264.29,2370819.15,56774.1,49527.62,1,3
28.57,219.0,-1,0.0,0.0,0.0,2302702.1,2206490.5,55713.18,54034.77,1,3
25.49,219.0,-1,0.0,0.0,0.41,2333942.2,2241893.88,55416.02,56453.32,1,3
32.9,219.0,-1,-1,0.0,-1,-1,2324356.25,-1,-1,1,3
31.52,219.0,-1,0.0,0.0,0.62,2790912.98,2256447.19,59592.18,-1,1,3
26.62,219.0,-1,0.0,0.0,0.76,2511872.44,2710252.48,63652.8,58108.67,1,3
34.07,213.0,-1,0.0,0.0,-1,2819452.91,2399219.84,69046.7,-1,1,3
29.38,218.0,-1,0.0,0.0,0.65,2391514.21,2332853.07,57016.5,57826.6,1,3
25.35,218.0,-1,0.0,0.0,0.62,2341209.6,2351862.62,56190.04,57756.08,1,3
27.6,218.0,-1,0.0,0.0,0.37,2440312.02,2371051.44,56025.57,54369.73,1,3
26.8,218.0,-1,0.0,0.0,0.4,2408309.61,2346374.3,66843.4,54522.49,1,3
29.45,218.0,-1,-1,0.0,0.42,2174960.55,2394093.21,55815.62,-1,1,3
25.28,217.0,-1,0.0,0.0,0.4,2370009.1,2397109.55,51235.63,55369.27,1,3
27.23,217.0,-1,0.0,0.0,-1,2506504.68,2125469.65,55884.05,55265.02,1,3
26.16,217.0,-1,0.0,0.0,1.3,2216885.83,2551474.54,56769.06,58030.83,1,3
27.38,217.0,-1,0.0,0.0,0.2,2348227.19,2353686.56,62383.5,57975.13,1,3
28.66,-1,-1,-1,0.0,0.63,-1,2348060.28,-1,-1,1,3
26.76,216.0,-1,0.0,0.0,0.38,2673334.44,-1,-1,58674.8,1,3
29.06,216.0,-1,0.0,0.0,0.4,2259809.74,2305695.23,54639.97,58214.57,1,3
29.66,216.0,-1,0.0,0.0,0.8,2725183.36,2705800.27,-1,55917.66,1,3
-1,216.0,-1,0.0,0.0,-1,2553340.06,2248521.38,64003.76,50744.78,1,3
28.06,216.0,-1,0.0,0.0,0.73,2314386.38,2195171.08,54238.85,54931.73,1,3
-1,216.0,-1,0.0,0.0,0.4,2277449.92,2473288.23,57210.18,-1,1,3
26.33,216.0,-1,0.0,0.0,0.0,2298982.14,2156240.9,54749.49,56745.22,1,3
28.97,216.0,-1,0.0,0.0,0.39,2616613.32,2373278.41,62489.47,51759.05,1,3
29.79,216.0,-1,0.0,0.0,0.4,2565550.04,2168777.6,62500.9,51797.31,1,3
31.29,216.0,-1,0.0,0.0,0.39,2546371.37,2456616.53,59780.55,63168.59,1,3
-1,-1,-1,0.0,0.0,0.8,2239947.22,2582191.58,51825.36,55790.51,1,3
26.31,216.0,-1,0.0,0.0,0.0,2687364.78,2238721.48,58211.0,58103.05,1,3
29.34,216.0,-1,0.0,0.0,0.4,2569434.27,2528768.59,72395.51,57577.33,1,3
-1,216.0,-1,0.0,-1,0.39,2881709.43,2233266.89,64033.7,-1,1,3
26.06,216.0,-1,0.0,0.0,0.4,2324858.2,2358935.82,54353.41,55553.17,1,3
26.59,216.0,-1,0.0,0.0,0.62,2342899.74,2254417.07,51779.62,54823.06,1,3
23.66,216.0,-1,0.0,0.0,0.41,2091392.12,2234497.51,49899.33,56100.23,1,3
35.03,216.0,-1,0.0,0.0,0.41,2793808.93,2415245.55,65887.45,50730.45,1,3
29.34,216.0,-1,0.0,0.0,0.37,2761610.4,2126453.79,65435.77,53304.29,1,3
27.83,216.0,-1,0.0,0.0,0.38,2314195.68,2279948.64,55118.97,54991.41,1,3
28.61,216.0,-1,0.0,0.0,0.41,2289550.13,2306260.68,54802.37,54161.58,1,3
26.33,216.0,-1,0.0,-1,0.22,2523305.89,2377519.73,57155.02,56238.65,1,3
46.2,216.0,-1,0.0,0.0,0.91,3235093.6,1923908.52,87593.63,45914.13,1,3
28.1,216.0,-1,-1,0.0,0.43,2483733.12,-1,-1,-1,1,3
24.71,216.0,-1,0.0,0.0,0.37,2337278.24,2268343.62,56241.35,58019.03,1,3
26.76,216.0,-1,0.0,0.0,0.41,2269045.6,2088615.93,57494.92,54752.99,1,3
30.74,216.0,-1,0.0,0.0,0.39,3059564.3,2600965.02,70381.6,-1,1,3
24.79,216.0,-1,0.0,0.0,0.8,2534963.8,2199844.63,56714.25,59881.05,1,3
-1,216.0,-1,0.0,0.0,0.41,-1,2454568.54,55127.61,-1,1,3
33.98,216.0,-1,0.0,0.0,0.2,2547181.58,2430734.93,61884.93,60078.75,1,3
29.32,216.0,-1,0.0,0.0,0.41,2629977.93,2286133.32,60127.58,53749.11,1,3
29.65,-1,-1,0.0,0.0,-1,2258582.34,2431162.3,-1,-1,1,3
24.38,216.0,-1,0.0,0.0,0.42,2459299.25,2423107.52,58512.06,57316.79,1,3
-1,-1,-1,0.0,-1,0.78,-1,2333271.09,67720.46,-1,1,3
-1,-1,-1,0.0,-1,0.78,-1,2333271.09,67720.46,-1,1,3
27.38,216.0,-1,0.0,0.0,0.41,2934009.12,2347786.78,59759.23,57256.46,1,3
25.37,217.0,-1,0.0,0.0,0.4,2218141.48,2252207.43,56075.95,54382.62,1,3
25.39,-1,-1,0.0,-1,0.2,2747407.02,-1,65526.28,54548.33,1,3
-1,218.0,-1,-1,-1,-1,2150320.84,2382728.96,52111.7,50506.39,1,3
29.6,218.0,-1,0.0,0.0,0.59,2663048.11,2303415.58,59986.46,-1,1,3
30.54,217.5,-1,0.0,0.0,0.72,2078438.65,2216325.09,51496.9,55537.37,1,3
29.08,217.0,-1,0.0,0.0,0.4,2709151.93,2269183.89,54668.57,61459.78,1,3
30.64,218.0,-1,0.0,0.0,0.88,2803285.88,2333977.66,66931.81,53094.5,1,3
26.95,219.0,-1,0.0,0.0,0.0,2735539.58,-1,-1,53828.68,1,3
29.35,219.0,-1,0.0,0.0,0.38,2414783.96,2458647.87,52786.84,57537.25,1,3
28.85,219.0,-1,0.0,0.0,0.42,2429461.58,2455622.83,60730.97,58857.4,1,3
27.46,219.0,-1,0.0,0.0,0.42,2481180.72,2382723.36,56482.6,59029.52,1,3
28.76,219.0,-1,0.0,0.0,0.81,2779367.66,2430118.35,68102.84,54045.43,1,3
28.29,219.0,-1,0.0,0.0,0.37,2554811.26,2395689.89,-1,61522.12,1,3
31.32,-1,-1,-1,-1,0.2,2707044.84,2533436.02,59593.7,58690.93,1,3
32.04,218.0,-1,0.0,0.0,0.41,2910628.04,2224496.28,62361.87,51193.07,1,3
28.49,218.0,-1,0.0,0.0,0.41,2391452.87,-1,61278.82,61928.63,1,3
33.3,218.0,-1,0.0,0.0,0.58,2561283.29,2244823.48,62883.73,55684.6,1,3
29.82,218.0,-1,0.0,0.0,1.33,-1,2400633.35,58404.21,55912.92,1,3
27.32,-1,-1,0.0,0.0,-1,2432432.49,-1,57189.01,-1,1,3
28.19,218.0,-1,0.0,0.0,0.38,2195414.72,2219181.11,58572.59,53695.22,1,3
31.57,218.0,-1,0.0,0.0,0.0,3384477.51,2494820.4,76299.15,56629.79,1,3
31.12,218.0,-1,0.0,0.0,0.4,2717306.88,2470037.84,61350.51,58892.29,1,3
25.67,218.0,-1,0.0,0.0,0.6,2291614.81,2343126.01,56060.47,56921.2,1,3
-1,-1,-1,-1,-1,0.39,2663573.51,2458607.63,60318.8,-1,1,3
33.38,218.0,-1,0.0,0.0,0.83,2879490.86,2301295.25,71916.55,52357.51,1,3
33.94,218.0,-1,0.0,0.0,0.0,2715140.52,-1,-1,56783.48,1,3
30.88,218.0,-1,0.0,0.0,0.4,2383950.29,2440017.06,56169.44,56235.44,1,3
27.49,218.0,-1,0.0,0.0,0.5,2402507.53,2185181.57,57063.97,60502.39,1,3
33.77,-1,-1,0.0,0.0,0.65,2595731.75,2545367.03,66974.14,52107.61,1,3
-1,216.0,-1,0.0,-1,0.39,2548905.56,2361795.86,55545.73,60627.41,1,3
25.99,218.0,-1,0.0,0.0,0.99,2289276.86,2246122.31,54720.26,58114.59,1,3
25.69,218.0,-1,0.0,0.0,0.4,2472676.23,2523182.36,58264.95,56400.23,1,3
28.43,218.0,-1,0.0,0.0,0.0,2400940.56,2340980.98,58103.56,55339.87,1,3
30.69,218.0,-1,0.0,0.0,0.39,2236995.36,2448103.84,59584.5,52447.3,1,3
30.37,218.0,-1,-1,0.0,0.55,2469927.13,2317462.82,58526.61,-1,1,3
-1,218.0,-1,0.0,0.0,0.4,2195367.48,2213854.78,51475.31,58943.94,1,3
29.5,218.0,-1,0.0,0.0,1.53,2433269.79,2704617.97,59061.05,56541.32,1,3
27.59,218.0,-1,0.0,0.0,0.44,2375281.58,2419794.96,59102.97,56730.37,0,0
27.59,218.0,-1,0.0,0.0,0.44,2375281.58,2419794.96,59102.97,56730.37,0,0
25.8,218.0,-1,0.0,0.0,0.42,2429774.14,2419941.87,53678.02,59944.18,0,0
-1,-1,-1,0.0,0.0,-1,2830833.01,2475255.28,66128.17,54788.95,0,0
-1,-1,-1,-1,0.0,0.61,2307748.94,-1,54518.49,54486.88,0,0
26.37,218.0,-1,0.0,-1,1.03,2381533.96,2329738.63,58632.71,51379.07,0,0
26.08,218.0,-1,0.0,0.0,0.0,2514433.79,2216447.28,61989.3,49716.35,0,0
25.29,218.0,-1,0.0,0.0,0.41,2337262.99,2306455.02,54044.22,58579.16,0,0
-1,217.5,-1,0.0,0.0,-1,2473352.6,2261363.52,57018.35,51647.24,0,0
27.97,-1,-1,0.0,0.0,0.44,2672234.1,-1,-1,-1,0,0
-1,-1,-1,0.0,-1,0.54,-1,2314686.52,60457.37,57483.46,0,0
-1,-1,-1,-1,0.0,0.85,2580232.09,2647445.72,56730.8,56642.93,0,0
30.35,218.0,-1,0.0,0.0,0.0,2879362.54,2164823.52,61955.67,54629.15,0,0
-1,-1,-1,0.0,0.0,0.4,2849607.0,-1,-1,-1,0,0
-1,-1,-1,-1,0.0,0.41,2445228.62,-1,-1,56762.59,0,0
-1,-1,-1,-1,0.0,-1,2414195.1,2369504.84,52625.38,56419.96,0,0
24.13,217.0,-1,0.0,0.0,0.61,2277056.58,2254146.1,62643.42,54274.66,0,0
28.11,218.0,-1,0.0,0.0,0.8,2461020.78,2681798.48,53439.19,57001.85,0,0
28.47,218.0,-1,0.0,0.0,0.2,2517769.87,2242678.42,53037.95,58065.27,0,0
27.06,218.0,-1,-1,0.0,-1,2308378.87,2484789.05,60577.29,55175.6,0,0
38.27,218.0,-1,0.0,0.0,0.6,3288669.57,2313796.22,81383.5,54169.42,0,0
27.99,218.0,-1,0.0,0.0,0.41,2386451.45,2335675.22,57560.49,-1,0,0
25.52,218.0,-1,0.0,0.0,0.59,2457812.82,2574010.21,54112.39,58646.45,0,0
28.49,-1,-1,-1,0.0,-1,-1,-1,-1,-1,0,0
25.81,218.0,-1,0.0,0.0,0.8,2249435.75,-1,57967.47,55543.73,0,0
22.94,218.0,-1,0.0,0.0,0.41,2386446.69,2394128.3,57050.59,-1,0,0
31.09,218.0,-1,0.0,0.0,0.42,2597686.39,2206469.96,60788.01,53677.24,0,0
23.22,218.0,-1,0.0,0.0,0.57,2403783.31,2291243.31,59136.92,58661.38,0,0
33.11,-1,-1,0.0,-1,0.2,-1,2084858.5,61530.09,-1,0,0
-1,218.0,-1,0.0,0.0,1.33,2393673.43,2611089.28,-1,51637.1,0,0
29.39,218.0,-1,0.0,0.0,0.39,3007905.96,2207101.22,74478.81,58078.98,0,0
33.22,218.0,-1,0.0,0.0,0.38,2510627.54,2463729.26,62865.41,58499.77,0,0
25.49,218.0,-1,0.0,0.0,0.41,2702838.49,2628904.64,58670.88,60279.66,0,0
34.66,218.0,-1,-1,0.0,0.59,2828119.75,-1,68610.82,-1,0,0
24.6,218.0,-1,0.0,0.0,-1,2398103.96,2238747.83,59154.41,-1,0,0
-1,218.0,-1,0.0,0.0,0.0,2314189.44,2521218.91,51675.96,50974.86,0,0
25.58,218.0,-1,0.0,0.0,0.42,2658164.0,2188988.07,61062.13,57432.77,0,0
24.67,218.0,-1,0.0,0.0,0.38,2277478.54,2447917.59,55637.47,53775.81,0,0
29.19,218.0,-1,0.0,0.0,-1,2581811.94,2183535.39,64749.96,50802.6,0,0
-1,218.0,-1,0.0,0.0,-1,2323365.57,2404860.51,60462.91,58627.9,0,0
24.15,-1,-1,-1,-1,0.99,2441062.57,2343589.56,56636.28,49761.66,0,0
27.77,218.0,-1,0.0,0.0,1.23,2365197.16,2297625.35,54507.75,59789.36,0,0
28.27,-1,-1,0.0,0.0,0.41,2412262.47,2435805.52,62563.9,60635.6,0,0
-1,217.0,-1,-1,0.0,-1,2802349.09,-1,-1,-1,0,0
-1,-1,-1,0.0,-1,0.41,-1,-1,-1,57003.4,0,0
29.15,218.0,-1,0.0,0.0,-1,2453592.98,2402658.15,57736.01,57633.58,0,0
-1,218.0,-1,0.0,0.0,0.79,2322832.52,2259510.54,54070.92,57369.33,0,0
27.3,218.0,-1,0.0,0.0,-1,2460079.2,2430140.73,59467.91,-1,0,0
-1,-1,-1,0.0,0.0,0.39,2362979.91,-1,55090.19,49989.89,0,0
25.39,219.0,-1,0.0,0.0,0.42,2327742.82,2318216.74,54620.01,61098.35,0,0
-1,219.0,-1,0.0,-1,0.39,2356394.68,2287308.78,56924.36,55365.06,0,0
-1,219.0,-1,0.0,0.0,0.0,2529952.97,-1,54695.18,54595.5,0,0
24.45,219.0,-1,0.0,0.0,0.57,2331662.45,2425454.1,59676.19,58693.15,0,0
29.02,219.0,-1,0.0,0.0,1.49,2729547.98,2409991.58,60138.83,60530.71,0,0
-1,219.0,-1,0.0,-1,0.36,2366718.65,2473880.99,59822.56,61232.83,0,0
-1,-1,-1,0.0,-1,0.42,2831037.0,2599996.95,-1,56128.87,0,0
29.12,219.0,-1,0.0,0.0,0.39,2681642.12,2126082.2,61919.3,51026.91,0,0
27.05,219.0,-1,0.0,0.0,0.62,2486061.05,2464845.62,-1,58269.2,0,0
-1,219.0,-1,0.0,0.0,0.19,-1,-1,56650.58,51106.53,0,0
25.73,219.0,-1,0.0,0.0,0.59,2127542.94,2125146.03,50406.89,52316.51,0,0
27.15,219.0,-1,0.0,0.0,0.54,2250251.77,2451621.8,53615.33,54850.14,0,0
28.27,219.0,-1,0.0,0.0,-1,2358752.62,2315490.97,61815.93,50359.99,0,0
-1,216.0,-1,0.0,0.0,0.45,2361427.04,-1,55518.42,62070.32,0,0
-1,-1,-1,0.0,0.0,0.39,3032339.39,2187715.91,69346.4,52402.15,0,0
25.54,219.0,-1,0.0,0.0,0.84,2655116.02,2489509.07,62786.54,57778.12,0,0
30.38,219.0,-1,0.0,0.0,0.76,2568358.88,2242104.26,68052.29,53943.46,0,0
-1,-1,-1,0.0,-1,-1,-1,-1,59689.11,59448.7,0,0
-1,-1,-1,0.0,0.0,0.61,2387168.12,2380099.03,59074.5,-1,0,0
-1,-1,-1,0.0,-1,-1,-1,2443192.18,-1,58814.8,0,0
27.03,219.0,-1,0.0,0.0,0.42,2279807.38,2181112.37,52628.15,47012.84,0,0
28.21,219.0,-1,0.0,0.0,1.02,2435705.74,2213909.16,60788.92,54728.26,0,0
31.6,219.0,-1,0.0,0.0,1.42,2729997.24,2277784.12,68285.17,52676.0,0,0
-1,220.0,-1,0.0,0.0,0.44,2274543.45,-1,52271.77,56226.06,0,0
-1,-1,-1,-1,0.0,-1,2432381.2,-1,-1,53608.0,0,0
29.07,218.0,-1,0.0,0.0,0.39,2379769.2,2244448.35,56374.65,56850.27,0,0
23.72,218.0,-1,0.0,0.0,0.6,2381842.9,2432027.14,56928.48,54393.24,0,0
26.55,218.0,-1,0.0,0.0,0.79,2482728.56,2426038.44,56966.95,53920.66,0,0
28.65,219.0,-1,0.0,0.0,0.39,2625131.82,2305524.28,66303.71,50686.45,0,0
29.5,-1,-1,0.0,-1,0.43,-1,-1,-1,54594.94,0,0
26.3,219.0,-1,0.0,0.0,0.59,2614615.64,2401197.71,52017.01,56872.96,0,0
27.79,219.0,-1,0.0,0.0,0.39,2262351.16,2433262.38,59757.36,53239.88,0,0
26.61,219.0,-1,0.0,0.0,0.65,2257299.99,2220576.79,53863.01,52641.95,0,0
26.92,219.0,-1,0.0,0.0,1.19,2354892.08,2261206.97,54291.5,54505.77,0,0
23.31,-1,-1,0.0,-1,-1,2376799.34,2125597.75,-1,-1,0,0
26.38,218.0,-1,0.0,0.0,0.0,2241472.26,2461850.62,54636.15,57256.79,0,0
26.07,218.0,-1,0.0,0.0,0.4,2589780.08,2385187.82,60024.39,53351.03,0,0
27.39,219.0,-1,0.0,0.0,0.4,2624451.33,2476603.49,63288.01,65836.45,0,0
29.86,219.0,-1,0.0,0.0,0.73,2531261.41,2404092.22,61515.3,60572.13,0,0
29.11,218.0,-1,0.0,0.0,0.38,-1,2422188.77,-1,-1,0,0
-1,-1,-1,-1,-1,1.41,2447052.65,2132718.94,50692.96,48580.88,0,0
23.88,219.0,-1,-1,0.0,0.43,2321862.51,2308048.9,-1,-1,0,0
29.29,219.0,-1,0.0,0.0,0.4,2419228.98,2356683.62,66984.28,55687.84,0,0
26.36,219.0,-1,0.0,0.0,-1,2184956.73,2305304.33,52648.57,51230.24,0,0
-1,-1,-1,-1,0.0,0.87,-1,2303576.68,50894.02,54222.48,0,0
26.6,219.0,-1,-1,0.0,0.36,-1,2127613.03,58755.47,55262.23,0,0
29.03,219.0,-1,0.0,0.0,1.6,2920020.83,2593802.8,-1,51320.23,0,0
24.73,219.0,-1,0.0,0.0,0.4,2535170.17,2274324.32,53301.04,57394.37,0,0
26.19,219.0,-1,0.0,0.0,0.4,2270572.94,2325699.85,55879.98,54850.93,0,0
27.03,218.0,-1,0.0,0.0,0.19,2562298.41,2294426.33,56632.78,59405.1,0,0
-1,-1,-1,0.0,-1,-1,2407267.91,2542701.2,60719.27,-1,0,0
27.48,217.0,-1,0.0,0.0,0.8,2465500.91,2408887.83,-1,52861.97,0,0
27.95,-1,-1,0.0,0.0,1.53,2451539.2,2347914.22,60957.85,60002.34,0,0
24.26,217.0,-1,0.0,0.0,-1,2272946.26,2090551.61,55029.67,-1,0,0
27.31,217.0,-1,0.0,0.0,0.4,2386462.12,2375373.78,56271.78,53127.17,0,0
26.41,218.0,-1,0.0,0.0,0.0,2522261.71,2543669.22,-1,-1,0,0
31.98,218.0,-1,0.0,0.0,-1,2529883.23,2097874.24,66992.99,-1,0,0
26.38,218.0,-1,0.0,0.0,0.78,2536721.14,2467204.75,55449.84,58564.18,0,0
25.86,218.0,-1,0.0,0.0,1.0,2496431.23,2282023.65,59310.98,52994.46,0,0
27.5,218.0,-1,0.0,0.0,0.41,2587148.7,2132493.01,56192.81,53261.37,0,0
-1,217.0,-1,-1,-1,0.2,-1,2732037.03,62692.34,61127.86,0,0
-1,217.0,-1,0.0,0.0,0.62,2647598.74,2454795.77,65016.94,61355.41,0,0
28.02,217.0,-1,0.0,0.0,0.37,2554795.52,2469803.89,57473.65,-1,0,0
26.88,217.0,-1,0.0,0.0,0.66,2537638.42,2392989.47,56273.59,51025.5,0,0
27.69,-1,-1,0.0,0.0,1.38,2727420.61,1988338.19,62298.74,48189.72,0,0
-1,-1,-1,0.0,0.0,-1,2536054.8,-1,56343.77,-1,0,0
27.44,219.0,-1,0.0,0.0,0.4,2764962.37,2479916.62,68721.88,51011.18,0,0
25.36,219.0,-1,0.0,0.0,0.41,2366760.66,1980583.13,49745.79,50972.14,0,0
23.01,219.0,-1,0.0,0.0,0.78,2351936.23,2452444.39,58983.69,59277.81,0,0
25.68,218.0,-1,0.0,0.0,0.91,2447955.02,2362034.9,57043.81,52458.73,0,0
27.8,-1,-1,0.0,0.0,0.38,2917722.54,2362522.0,-1,-1,0,0
32.75,218.0,-1,-1,0.0,0.44,2368931.83,2341190.4,57488.97,54980.18,0,0
28.63,218.0,-1,0.0,0.0,0.38,2647053.25,2824043.68,58420.14,66880.92,0,0
25.11,218.0,-1,0.0,0.0,0.39,2678190.46,2398799.3,63334.88,57046.28,0,0
27.26,217.0,-1,0.0,0.0,0.62,2136409.7,2150527.49,58675.05,-1,0,0
-1,-1,-1,-1,0.0,0.18,2472699.0,2281500.91,-1,53977.1,0,0
-1,217.0,-1,0.0,-1,2.1,2130744.94,2112803.54,49191.22,55339.22,0,0
-1,217.0,-1,-1,0.0,0.8,2454819.91,-1,-1,54863.17,0,0
24.42,217.0,-1,0.0,0.0,0.61,2364274.55,2453055.98,59589.99,52611.41,0,0
24.75,219.0,-1,0.0,0.0,0.39,2381868.15,2314080.07,55339.66,54254.33,0,0
27.01,219.0,-1,0.0,0.0,0.4,2330346.14,2303819.2,53537.27,-1,0,0
28.81,219.0,-1,0.0,0.0,-1,2339142.69,2262526.39,60657.71,-1,0,0
31.59,217.0,-1,0.0,0.0,0.4,2751286.37,2818534.9,59975.36,63851.37,0,0
29.44,217.0,-1,0.0,0.0,1.72,2483296.48,2429467.27,60987.85,61063.1,0,0
30.19,218.0,-1,0.0,0.0,0.91,2432514.22,2391232.97,58613.35,66481.15,0,0
-1,-1,-1,-1,0.0,-1,2350591.04,-1,54445.86,-1,0,0
24.5,-1,-1,0.0,0.0,0.4,2304206.98,2070092.06,51935.38,51292.3,0,0
26.73,218.0,-1,0.0,0.0,0.4,2270094.53,2324659.34,55133.48,56533.82,0,0
24.77,218.0,-1,0.0,0.0,1.0,2359062.53,2209482.66,58269.71,54568.41,0,0
26.87,218.0,-1,0.0,0.0,0.91,2475522.98,-1,53250.42,55302.93,0,0
-1,218.0,-1,0.0,0.0,0.62,2292195.49,2390790.77,55353.62,56104.39,0,0
31.7,218.0,-1,0.0,0.0,0.89,2623169.85,2229432.34,61332.25,46962.64,0,0
28.56,217.0,-1,0.0,0.0,0.42,2812098.06,2501540.23,64300.63,62763.77,0,0
28.8,217.0,-1,0.0,0.0,0.38,2668093.98,2570163.03,64666.14,64361.46,0,0
-1,-1,-1,-1,0.0,0.41,2357600.99,-1,-1,57881.56,0,0
30.77,-1,-1,0.0,-1,0.41,2355110.75,2429416.85,-1,-1,0,0
25.34,217.0,-1,0.0,0.0,-1,2126095.7,1917259.49,54978.55,48970.39,0,0
25.64,219.0,-1,0.0,0.0,1.16,2773256.33,2372723.63,60670.57,55722.33,0,0
25.96,219.0,-1,0.0,0.0,0.41,2365399.66,2327848.6,56155.95,54561.56,0,0
24.33,217.0,-1,0.0,0.0,0.4,2347648.25,2315925.9,53476.45,54657.37,0,0
-1,217.0,-1,0.0,0.0,0.67,-1,2238757.43,61236.23,50819.32,0,0
25.77,217.0,-1,0.0,0.0,-1,2395728.11,2467468.79,52465.34,56307.7,0,0
