cpu,memory,memory_swap_in,memory_swap_out,disk_request_read,disk_request_write,interface_bytes_in,interface_bytes_out,interface_packets_in,interface_packets_out,label,label2
0.94,198.0,-1,0.0,0.0,0.41,26.57,45.92,0.79,0.3,0,0
0.71,197.5,-1,0.0,0.0,0.0,0.0,0.0,-1,0.0,0,0
0.6,197.0,-1,0.0,0.21,0.0,3811.09,19869.65,0.0,0.0,0,0
12.55,-1,-1,0.0,-1,0.19,-1,316273.65,447.81,408.35,0,0
10.86,196.0,-1,0.0,0.0,3.07,36164.63,265166.49,341.63,302.58,0,0
12.97,202.0,-1,0.0,0.0,0.4,43146.59,316227.34,487.12,436.09,0,0
16.39,202.0,-1,0.0,0.0,1.02,59110.83,418216.38,524.16,507.24,0,0
-1,211.0,-1,-1,-1,0.4,56881.95,470098.93,659.01,498.42,0,0
12.27,207.0,-1,0.0,0.0,0.39,55469.56,319859.39,494.99,555.05,0,0
26.45,207.0,-1,0.0,0.0,1.02,70303.67,570009.16,668.67,581.31,0,0
17.8,207.0,-1,0.0,0.0,0.9,61339.93,436075.79,626.4,528.91,0,0
18.57,197.0,-1,0.0,0.0,0.4,60537.03,435475.81,639.57,-1,0,0
-1,197.0,-1,0.0,-1,0.0,54314.04,-1,497.44,494.9,0,0
14.41,197.0,-1,0.0,0.0,0.35,62704.98,376017.52,571.05,530.03,0,0
16.52,197.0,-1,0.0,0.0,0.41,59752.4,437627.03,596.68,598.18,0,0
15.52,197.0,-1,0.0,0.0,0.53,58880.63,443653.67,597.99,492.5,0,0
19.01,197.0,-1,0.0,0.0,1.25,66513.5,467386.36,634.29,-1,0,0
-1,197.0,-1,0.0,0.0,-1,65265.05,-1,544.82,575.56,0,0
15.78,197.0,-1,0.0,0.0,0.0,-1,475270.53,664.17,-1,0,0
20.35,197.0,-1,0.0,0.0,0.81,61736.41,460569.88,640.43,548.69,0,0
17.94,197.0,-1,0.0,0.0,0.4,64515.59,434236.49,620.14,485.15,0,0
-1,197.0,-1,0.0,0.0,0.44,64539.58,-1,605.82,561.08,0,0
-1,-1,-1,-1,0.36,0.42,57613.52,424099.35,630.0,-1,0,0
13.0,197.0,-1,0.0,-1,1.44,64088.87,367387.3,551.58,555.77,0,0
22.88,197.0,-1,0.0,0.0,0.8,63857.85,530512.66,673.55,578.3,0,0
18.42,210.0,-1,0.0,0.0,1.18,65181.35,447406.66,627.73,526.24,0,0
19.54,211.0,-1,-1,0.0,0.39,61144.22,438924.12,596.4,582.94,0,0
16.32,211.0,-1,0.0,0.0,0.39,63033.06,448233.95,-1,515.66,0,0
-1,-1,-1,0.0,0.0,0.0,53667.05,355122.0,481.45,409.54,0,0
-1,203.0,-1,0.0,0.0,0.41,59286.83,438115.52,587.67,539.46,0,0
20.96,196.0,-1,0.0,0.0,0.78,55013.04,426200.43,599.14,479.57,0,0
18.26,-1,-1,-1,-1,0.43,61648.57,467477.63,576.28,560.06,0,0
16.36,196.0,-1,0.0,0.0,0.42,65417.3,384787.06,638.46,-1,0,0
18.87,196.0,-1,0.0,0.0,0.36,63970.22,446156.49,569.25,503.09,0,0
18.58,196.0,-1,0.0,0.0,0.4,60830.95,429934.51,589.74,511.44,0,0
19.01,196.0,-1,0.0,0.0,0.6,61027.95,433721.81,575.4,530.21,0,0
-1,196.0,-1,-1,0.0,0.43,61049.16,438465.23,629.45,545.14,0,0
-1,-1,-1,0.0,0.0,0.43,-1,-1,-1,532.93,0,0
-1,196.0,-1,-1,0.0,0.4,63926.87,450998.18,573.85,-1,0,0
13.11,196.0,-1,0.0,0.0,0.37,44521.45,278764.16,463.51,374.99,0,0
21.62,213.0,-1,0.0,0.0,0.85,59457.84,444284.0,580.17,481.7,0,0
-1,213.0,-1,0.0,0.0,0.37,70635.95,396316.01,562.59,-1,0,0
17.06,213.0,-1,0.0,0.0,0.4,58591.15,461885.06,624.96,570.21,0,0
-1,202.0,-1,0.0,0.0,0.4,54989.1,435338.24,541.03,-1,0,0
15.98,202.0,-1,0.0,0.0,0.43,61288.19,453314.22,623.54,578.51,0,0
15.9,196.0,-1,0.0,0.0,0.58,60478.46,427798.5,555.72,506.01,0,0
15.99,196.0,-1,0.0,0.0,0.4,64983.77,452446.05,683.72,557.12,0,0
15.84,196.0,-1,0.0,0.0,0.41,59685.25,417206.41,-1,510.54,0,0
18.04,211.0,-1,0.0,0.0,0.59,58394.99,421266.01,577.44,-1,0,0
18.45,211.0,-1,0.0,0.0,0.52,55504.08,397561.62,588.68,541.15,0,0
15.94,197.0,-1,0.0,-1,0.38,-1,455402.76,693.58,-1,0,0
16.26,196.0,-1,-1,0.0,0.42,55170.05,415267.02,549.07,478.25,0,0
15.77,196.0,-1,0.0,-1,0.39,61385.24,418196.11,552.71,487.22,0,0
16.37,196.0,-1,0.0,0.0,0.55,60404.03,435329.8,606.37,-1,0,0
17.72,196.0,-1,0.0,0.0,0.71,59616.77,426461.28,570.65,498.2,0,0
15.86,196.0,-1,0.0,0.0,0.39,58419.33,411654.07,605.03,536.74,0,0
16.03,196.0,-1,0.0,0.0,0.4,56163.9,355524.27,549.78,454.48,0,0
17.08,196.0,-1,0.0,0.0,0.4,54918.4,365425.36,551.03,458.43,0,0
13.23,196.0,-1,0.0,0.1,0.71,56536.4,451845.49,558.61,532.49,0,0
16.26,196.0,-1,0.0,0.2,0.71,55990.25,457924.66,566.35,531.65,0,0
18.09,196.0,-1,0.0,0.0,0.4,61028.63,424376.8,595.42,521.12,0,0
16.8,196.0,-1,0.0,0.0,0.41,61341.26,431825.51,605.53,527.07,0,0
15.58,196.0,-1,0.0,0.0,0.36,53997.61,370414.83,533.26,485.66,0,0
14.48,195.0,-1,0.0,0.0,0.3,52076.62,357544.65,539.24,425.94,0,0
14.48,195.5,-1,0.0,0.0,1.0,58407.36,439117.51,599.79,505.25,0,0
17.08,196.0,-1,0.0,0.0,0.4,60641.8,404695.38,560.71,-1,0,0
15.78,196.0,-1,0.0,0.0,0.39,62448.36,435653.95,597.54,522.06,0,0
15.88,196.0,-1,0.0,0.0,0.4,56135.69,401743.0,579.66,578.63,0,0
17.7,196.0,-1,0.0,0.0,0.4,63463.52,445778.57,612.14,563.67,0,0
20.98,196.0,-1,0.0,0.0,0.8,69154.0,480473.33,632.98,556.97,0,0
20.99,196.0,-1,0.0,0.0,0.73,74173.38,524255.87,728.36,602.32,0,0
21.02,211.0,-1,0.0,0.0,0.4,66144.9,484221.24,680.2,600.02,0,0
-1,203.0,-1,0.0,0.0,0.35,59736.86,408359.18,-1,549.79,0,0
17.12,195.0,-1,0.0,0.0,0.4,61647.69,456320.97,597.34,514.14,0,0
17.99,195.0,-1,0.0,0.0,0.79,61602.0,430432.94,637.98,553.24,0,0
19.32,195.0,-1,0.0,0.0,1.24,64198.94,445173.19,611.47,537.26,0,0
15.97,214.0,-1,0.0,0.0,0.38,59858.46,426691.44,581.05,567.41,0,0
-1,214.0,-1,-1,0.0,-1,-1,-1,-1,-1,0,0
-1,-1,-1,0.0,-1,0.79,65287.05,537398.05,668.03,580.41,0,0
18.43,196.0,-1,0.0,0.0,0.74,61230.58,404385.2,629.94,568.08,0,0
22.62,196.0,-1,0.0,0.0,0.39,58588.19,494874.56,719.68,583.0,0,0
18.3,194.0,-1,0.0,0.0,0.4,69680.02,509392.72,727.96,561.27,0,0
19.05,203.0,-1,0.0,0.0,0.38,66502.79,468440.8,603.22,597.93,0,0
12.04,212.0,-1,0.0,-1,0.59,49543.65,-1,450.53,-1,0,0
17.34,194.0,-1,0.0,0.0,1.22,62731.15,412694.97,616.42,554.41,0,0
17.16,194.0,-1,0.0,0.0,0.42,59840.55,454991.37,625.1,562.36,0,0
17.55,194.0,-1,0.0,0.0,0.42,58681.26,417535.59,594.03,463.91,0,0
-1,-1,-1,-1,0.0,-1,61857.21,390313.37,-1,-1,0,0
15.16,194.0,-1,-1,0.0,0.63,66547.3,389076.08,579.06,517.11,0,0
18.62,208.0,-1,0.0,0.0,0.58,55668.12,461832.52,608.24,550.57,0,0
19.14,208.0,-1,0.0,0.0,0.41,60407.08,401738.47,604.07,581.06,0,0
19.3,195.0,-1,0.0,0.0,0.38,66488.89,513044.76,664.13,575.87,0,0
-1,-1,-1,0.0,0.0,-1,71420.73,468853.56,-1,521.8,0,0
19.31,195.0,-1,0.0,0.0,0.62,63860.11,417226.02,647.07,563.43,0,0
15.31,194.0,-1,0.0,0.0,1.19,61892.35,429453.53,650.92,581.03,0,0
18.25,194.0,-1,0.0,0.0,0.4,62122.4,407814.63,593.98,517.38,0,0
17.04,195.0,-1,0.0,0.0,0.4,60790.4,458149.48,609.77,517.98,0,0
-1,194.0,-1,0.0,0.0,0.39,64216.7,392705.66,616.44,577.45,0,0
17.26,194.0,-1,0.0,0.0,0.66,62134.8,436425.77,547.2,491.25,0,0
17.41,194.0,-1,0.0,0.0,0.55,60955.61,466492.03,642.88,556.52,0,0
19.7,194.0,-1,0.0,0.0,0.41,62442.93,407317.39,632.56,548.33,0,0
-1,-1,-1,-1,0.0,0.36,62829.59,478844.34,633.05,528.35,0,0
22.5,-1,-1,0.0,0.0,-1,-1,462913.43,-1,-1,0,0
18.67,195.0,-1,-1,0.0,0.65,-1,534980.41,653.31,-1,0,0
16.27,196.0,-1,0.0,0.0,1.1,57982.96,425021.27,576.03,492.63,0,0
17.76,196.0,-1,0.0,0.0,0.42,64073.44,436436.4,623.48,535.19,0,0
-1,196.0,-1,0.0,0.0,0.4,55051.78,407920.48,-1,-1,0,0
-1,-1,-1,-1,0.0,-1,56553.44,440944.98,-1,477.75,0,0
20.15,195.0,-1,0.0,0.0,0.63,66483.42,433910.63,646.87,564.17,0,0
15.82,196.0,-1,0.0,0.0,0.49,62963.01,441708.94,655.4,557.71,0,0
-1,195.0,-1,0.0,-1,0.41,-1,427676.18,-1,592.48,0,0
17.2,195.0,-1,0.0,-1,-1,71679.42,-1,627.43,-1,0,0
-1,195.0,-1,0.0,0.0,0.43,56415.32,-1,606.11,487.22,0,0
16.09,195.0,-1,0.0,0.0,0.94,-1,446451.55,616.36,562.43,0,0
-1,195.0,-1,-1,-1,0.36,-1,423706.07,618.85,-1,0,0
13.24,-1,-1,-1,0.0,0.4,59751.38,423556.41,554.85,-1,0,0
15.06,196.0,-1,0.0,-1,0.41,53840.08,345626.95,510.17,440.66,0,0
14.53,-1,-1,0.0,0.0,0.5,58132.19,432609.67,591.49,514.83,0,0
15.39,195.0,-1,0.0,0.0,0.61,60817.2,421698.04,587.78,515.26,0,0
-1,-1,-1,0.0,0.0,0.4,62283.75,429345.98,593.42,533.49,0,0
-1,195.0,-1,0.0,-1,0.38,45817.34,274450.41,484.05,368.66,0,0
18.73,-1,-1,0.0,0.0,0.44,63335.48,497196.33,581.55,554.77,0,0
17.87,198.0,-1,-1,-1,0.49,61457.27,412745.13,612.43,606.29,0,0
17.6,196.5,-1,0.0,0.0,1.48,73463.46,497612.21,668.23,592.75,0,0
11.27,-1,-1,-1,0.0,0.41,-1,-1,463.85,383.36,0,0
18.35,197.0,-1,0.0,0.0,0.42,63508.78,441359.87,609.92,-1,0,0
14.97,197.0,-1,0.0,12.53,0.37,64877.76,389891.59,639.64,524.21,0,0
17.19,195.0,-1,0.0,0.0,-1,59413.56,467676.62,576.87,570.66,0,0
16.98,195.0,-1,0.0,0.0,0.7,62667.64,480123.85,616.63,535.89,0,0
16.17,195.0,-1,0.0,0.0,0.44,58157.95,409852.13,580.81,562.3,0,0
17.61,195.0,-1,0.0,0.0,0.37,62954.95,446801.6,572.38,507.83,0,0
15.89,201.5,-1,0.0,0.0,0.41,68688.04,461024.61,579.03,479.88,0,0
18.72,208.0,-1,0.0,0.0,0.4,61807.19,440457.52,499.54,451.1,0,0
16.02,195.0,-1,0.0,0.0,1.21,62537.96,459203.01,-1,573.66,0,0
16.88,195.0,-1,0.0,0.0,0.41,64904.8,424534.7,620.74,503.24,0,0
17.68,195.0,-1,0.0,0.0,0.41,71110.82,449200.62,746.46,641.44,0,0
17.68,195.0,-1,0.0,0.0,0.41,71110.82,449200.62,746.46,641.44,0,0
18.7,195.0,-1,0.0,0.0,0.41,63585.08,413902.57,-1,511.69,0,0
15.97,195.0,-1,0.0,0.0,0.6,56914.04,426053.93,508.24,477.09,0,0
-1,195.0,-1,0.0,0.0,0.4,62619.53,-1,690.23,532.75,0,0
15.88,202.0,-1,0.0,0.0,0.46,61454.28,447340.42,612.54,537.38,0,0
15.93,202.0,-1,0.0,0.0,-1,64371.59,472875.36,607.27,569.18,0,0
18.08,195.0,-1,0.0,0.0,0.53,64762.02,459778.97,-1,561.41,0,0
-1,-1,-1,-1,0.0,1.12,62942.83,-1,638.72,514.83,0,0
-1,-1,-1,-1,0.0,-1,60963.06,472608.83,621.52,542.43,0,0
18.65,195.0,-1,0.0,0.0,0.42,64775.52,450771.86,592.46,553.58,0,0
17.76,195.0,-1,0.0,0.0,0.42,60378.34,485291.08,663.49,568.91,0,0
13.24,195.0,-1,0.0,0.0,0.5,60894.86,336632.52,498.9,424.04,0,0
-1,212.0,-1,-1,0.0,0.54,62453.86,440376.11,642.11,535.88,0,0
16.83,212.0,-1,-1,0.0,0.46,54894.41,391586.41,643.17,484.69,0,0
15.13,212.0,-1,0.0,0.0,0.4,57841.77,445283.69,570.32,512.19,0,0
16.61,212.0,-1,0.0,0.0,0.45,51983.54,421141.32,567.9,472.24,0,0
14.25,212.0,-1,0.0,0.0,-1,52446.85,379984.09,-1,512.37,0,0
14.25,212.0,-1,0.0,0.0,-1,52446.85,379984.09,-1,512.37,0,0
14.99,195.0,-1,0.0,0.0,0.43,72877.39,490645.03,663.8,675.74,0,0
17.41,195.0,-1,0.0,-1,0.38,55044.19,450386.09,525.94,505.48,0,0
17.88,195.0,-1,0.0,0.0,0.4,70212.65,474465.05,683.44,550.62,0,0
15.63,195.0,-1,0.0,0.0,0.42,59037.08,-1,-1,548.79,0,0
22.4,-1,-1,-1,0.0,-1,66894.68,-1,636.45,-1,0,0
14.62,195.0,-1,0.0,0.0,0.4,46713.23,418566.39,500.37,430.42,0,0
15.5,209.0,-1,0.0,0.0,0.41,65885.47,438144.19,639.52,606.42,0,0
16.3,209.0,-1,0.0,0.0,0.42,59532.63,417886.37,586.21,504.61,0,0
-1,212.0,-1,0.0,0.0,0.59,63117.86,479173.58,549.02,568.0,0,0
17.26,212.0,-1,0.0,0.0,1.22,59093.0,389463.61,623.71,491.84,0,0
15.39,212.0,-1,0.0,0.0,0.42,60509.54,414647.0,590.41,506.16,0,0
15.26,212.0,-1,0.0,0.0,0.39,56721.03,467864.87,575.88,483.34,0,0
-1,-1,-1,-1,-1,0.42,-1,-1,-1,635.49,0,0
16.75,212.0,-1,0.0,0.0,0.6,55776.61,453341.83,648.3,460.86,0,0
14.08,195.0,-1,0.0,0.0,0.58,57582.6,294962.39,498.45,468.83,0,0
16.2,195.0,-1,0.0,0.0,0.39,55461.27,487880.53,553.81,518.63,0,0
17.08,199.0,-1,-1,0.0,0.44,45584.18,303896.22,493.17,390.63,0,0
14.35,196.0,-1,0.0,-1,0.4,-1,-1,534.11,536.16,0,0
15.93,196.0,-1,0.0,0.0,0.59,57148.02,403287.18,534.84,460.82,0,0
15.9,196.0,-1,0.0,0.0,0.94,53568.14,378905.46,541.13,475.49,0,0
15.59,195.0,-1,0.0,0.0,0.41,61472.82,383315.95,-1,470.39,0,0
11.66,195.0,-1,0.0,0.0,0.39,48138.46,315728.98,459.58,429.02,0,0
15.95,209.0,-1,0.0,0.0,0.37,68795.85,478813.86,677.3,578.57,0,0
17.14,209.0,-1,0.0,0.0,0.63,56620.25,453208.39,558.96,502.75,0,0
-1,-1,-1,0.0,-1,0.39,-1,379841.14,630.47,479.36,0,0
12.48,196.0,-1,0.0,0.0,0.36,53174.75,335614.83,444.82,-1,0,0
16.79,196.0,-1,0.0,0.0,0.62,65947.99,379490.28,-1,527.96,0,0
12.34,208.0,-1,0.0,-1,0.66,50349.82,365057.46,534.31,-1,0,0
-1,-1,-1,0.0,0.0,0.45,53103.38,344586.97,541.03,490.78,0,0
-1,195.0,-1,0.0,0.0,0.38,60684.81,504040.06,579.5,501.98,0,0
16.65,196.0,-1,0.0,0.0,0.39,55494.55,380136.24,559.53,510.99,0,0
13.99,196.0,-1,0.0,0.0,0.62,54221.17,424719.87,614.16,-1,0,0
15.17,196.0,-1,0.0,0.0,1.15,58850.64,445642.77,503.05,465.95,0,0
-1,212.0,-1,0.0,0.0,-1,53059.95,-1,-1,536.74,0,0
-1,-1,-1,0.0,-1,0.4,59507.29,395495.42,552.32,-1,0,0
18.44,209.0,-1,0.0,0.0,0.43,49337.74,356575.71,567.11,426.14,0,0
12.49,209.0,-1,0.0,0.0,0.63,51752.9,394338.8,463.07,431.61,0,0
-1,195.0,-1,0.0,0.0,-1,57520.25,406687.07,570.78,536.83,0,0
-1,-1,-1,0.0,0.0,-1,44194.99,-1,-1,373.87,0,0
15.69,195.0,-1,0.0,0.0,0.4,67781.38,459839.68,581.46,589.07,0,0
10.79,195.0,-1,0.0,0.0,0.4,51416.96,378303.8,477.85,-1,0,0
15.62,195.0,-1,0.0,0.0,0.42,51095.92,435860.28,516.24,538.59,0,0
14.58,195.0,-1,0.0,0.0,0.87,44201.2,360409.18,447.64,430.36,0,0
-1,195.0,-1,0.0,0.0,0.44,50223.05,296510.68,453.3,441.82,0,0
16.07,195.0,-1,-1,0.0,0.39,69191.31,438227.67,690.57,521.4,0,0
14.38,195.0,-1,0.0,0.0,0.39,53192.73,475264.31,564.39,504.2,0,0
18.25,195.0,-1,0.0,0.0,0.46,51047.75,-1,480.32,-1,0,0
14.08,203.0,-1,0.0,0.0,0.43,46979.33,330934.16,445.33,374.93,0,0
13.1,195.0,-1,0.0,0.0,0.37,43412.61,291608.91,446.34,480.8,0,0
18.0,195.0,-1,0.0,0.0,0.4,53701.05,401379.84,560.66,447.21,0,0
13.26,198.0,-1,0.0,0.0,0.39,60499.71,334570.74,583.97,495.14,0,0
-1,195.0,-1,-1,0.0,0.67,-1,415795.17,-1,-1,0,0
18.11,195.0,-1,0.0,0.0,0.91,57420.2,415225.2,557.12,-1,0,0
14.11,196.0,-1,0.0,0.0,0.4,46879.91,376679.86,473.87,482.08,0,0
12.74,195.5,-1,0.0,0.0,0.44,57590.53,439263.77,-1,552.34,0,0
19.28,195.0,-1,0.0,0.12,0.59,63491.18,408987.21,523.21,480.68,0,0
-1,-1,-1,-1,-1,-1,-1,-1,601.12,-1,0,0
12.89,212.0,-1,0.0,0.0,0.41,40131.08,301674.94,350.37,344.89,0,0
18.69,195.0,-1,0.0,0.0,0.4,-1,455962.53,715.08,462.75,0,0
14.64,195.0,-1,0.0,0.0,0.4,42786.52,420185.08,559.92,369.85,0,0
14.64,195.0,-1,0.0,0.0,0.4,42786.52,420185.08,559.92,369.85,0,0
-1,-1,-1,-1,-1,-1,-1,461731.38,-1,-1,0,0
17.48,195.0,-1,0.0,0.0,0.94,54454.88,364684.51,554.34,417.94,0,0
10.19,209.0,-1,0.0,0.0,0.4,59670.08,370866.31,505.0,545.29,0,0
15.02,209.0,-1,0.0,0.0,0.39,59900.98,412079.98,567.59,446.92,0,0
-1,-1,-1,0.0,0.0,-1,64542.36,-1,533.75,-1,0,0
15.04,195.0,-1,0.0,0.0,-1,-1,-1,620.59,473.97,0,0
-1,195.0,-1,0.0,0.0,0.42,60341.72,-1,514.85,554.47,0,0
17.68,196.0,-1,0.0,0.0,0.42,60481.03,373075.02,544.24,-1,0,0
11.87,196.0,-1,0.0,0.0,0.38,50004.49,362237.05,477.1,447.39,0,0
-1,198.0,-1,0.0,0.0,0.4,46152.36,374822.03,558.57,436.17,0,0
-1,-1,-1,-1,-1,1.85,66978.99,377228.0,526.85,451.19,0,0
11.38,195.0,-1,0.0,0.0,1.43,41838.15,307383.64,446.47,395.44,0,0
15.21,212.0,-1,0.0,0.0,0.4,65449.11,405637.89,698.87,494.3,0,0
14.09,212.0,-1,0.0,0.0,0.4,55010.83,413251.89,530.54,472.09,0,0
14.53,195.0,-1,0.0,0.0,0.43,53366.41,390706.0,518.99,520.0,0,0
17.57,195.0,-1,0.0,0.0,-1,50560.78,-1,-1,-1,0,0
13.66,195.0,-1,0.0,0.0,0.65,49505.71,312438.93,484.93,441.37,0,0
11.57,195.0,-1,0.0,0.0,0.18,57995.78,417703.56,618.01,511.21,0,0
12.25,208.0,-1,0.0,0.0,0.41,51581.2,308796.37,429.11,-1,0,0
15.4,208.0,-1,0.0,0.0,0.4,58462.55,479513.65,588.01,570.01,0,0
11.65,195.0,-1,0.0,-1,0.97,50494.02,-1,547.6,-1,0,0
15.96,195.0,-1,0.0,0.0,0.0,61027.77,427492.03,517.85,493.74,0,0
16.39,196.0,-1,0.0,0.0,0.69,57813.47,500686.75,593.37,515.87,0,0
13.49,196.0,-1,0.0,0.0,0.0,57789.87,386673.07,558.16,483.97,0,0
-1,196.0,-1,0.0,0.2,0.46,39587.74,271512.02,423.25,352.08,0,0
-1,211.0,-1,0.0,0.0,0.35,-1,480171.23,-1,-1,0,0
14.39,211.0,-1,0.0,0.0,0.63,54487.43,330836.3,519.07,-1,0,0
13.68,195.0,-1,0.0,0.0,0.39,57694.73,391427.38,592.93,493.3,0,0
14.5,-1,-1,0.0,0.0,2.7,49563.17,-1,512.02,366.11,0,0
13.52,198.0,-1,0.0,0.0,0.65,49454.72,376442.93,499.82,489.32,0,0
-1,-1,-1,0.0,0.0,0.4,60304.05,411484.93,-1,520.86,0,0
16.09,195.0,-1,0.0,0.0,0.41,59722.79,419843.34,595.23,507.91,0,0
16.29,195.0,-1,0.0,0.0,0.39,58967.77,421364.38,548.43,486.42,0,0
16.15,196.0,-1,0.0,0.0,0.41,54632.16,391521.6,567.77,-1,0,0
16.87,196.0,-1,0.0,0.0,0.79,58994.9,412030.48,560.15,493.32,0,0
15.89,195.0,-1,0.0,0.0,0.72,60354.14,482169.02,538.22,543.9,0,0
15.37,195.0,-1,0.0,0.0,0.45,53614.02,362967.74,540.74,400.85,0,0
15.98,-1,-1,-1,-1,0.44,69002.56,440836.69,670.61,-1,0,0
-1,205.0,-1,0.0,0.0,0.38,57422.06,410989.49,577.08,472.29,0,0
10.61,205.0,-1,0.0,0.0,0.83,49794.98,302400.29,503.44,424.13,0,0
14.28,212.0,-1,0.0,0.0,0.38,55953.02,414242.96,-1,-1,0,0
14.45,203.5,-1,0.0,0.0,0.42,53103.33,382642.97,467.37,455.21,0,0
12.66,195.0,-1,0.0,0.0,-1,42201.35,370770.91,439.9,375.28,0,0
14.28,195.0,-1,0.0,0.0,0.39,59370.24,469135.38,597.26,558.1,0,0
12.71,195.0,-1,0.0,0.0,0.82,59975.29,391334.71,551.34,432.74,0,0
16.84,195.0,-1,0.0,0.0,-1,55434.14,422075.76,-1,595.39,0,0
17.29,201.5,-1,0.0,0.0,0.4,53081.86,370907.57,522.53,455.04,0,0
18.31,208.0,-1,0.0,0.0,0.39,62291.47,416315.22,625.15,516.0,0,0
15.53,212.0,-1,0.0,0.0,0.4,61654.86,466199.65,579.45,534.16,0,0
17.45,212.0,-1,0.0,0.0,0.8,57809.5,440612.6,577.33,547.32,0,0
-1,212.0,-1,0.0,0.0,-1,56039.9,-1,531.28,528.67,0,0
-1,-1,-1,0.0,-1,0.59,58977.96,-1,687.0,606.57,0,0
13.13,195.0,-1,-1,0.0,0.4,53681.6,422480.28,514.91,-1,0,0
19.22,212.0,-1,0.0,0.0,0.41,59099.8,393115.45,652.44,496.32,0,0
9.56,212.0,-1,0.0,0.0,0.78,58158.62,412980.44,515.31,489.65,0,0
19.3,195.0,-1,0.0,0.0,0.73,52617.61,387521.1,521.5,485.93,0,0
15.33,-1,-1,0.0,-1,0.36,-1,-1,556.65,519.95,0,0
14.24,195.0,-1,0.0,0.0,0.43,51576.27,408113.53,618.02,436.65,0,0
14.94,195.0,-1,0.0,0.0,0.58,57931.07,355310.51,491.24,531.2,0,0
14.94,195.0,-1,0.0,0.0,0.58,57931.07,355310.51,491.24,531.2,0,0
18.53,-1,-1,0.0,0.0,0.4,55982.44,439736.49,617.08,-1,0,0
16.69,200.0,-1,0.0,0.0,0.39,64004.85,463479.55,636.2,535.05,0,0
16.67,205.0,-1,0.0,0.0,0.42,63762.65,426304.66,621.67,542.09,0,0
16.24,205.0,-1,0.0,0.0,0.57,62311.94,462159.56,651.71,540.7,0,0
15.86,207.5,-1,0.0,0.0,0.72,59188.22,419142.62,595.18,525.76,0,0
14.76,210.0,-1,0.0,0.0,0.55,50682.66,367836.04,518.56,-1,0,0
16.93,203.0,-1,0.0,0.0,0.73,58600.13,475610.13,521.23,-1,0,0
20.12,203.0,-1,0.0,0.0,0.4,72757.88,454291.66,704.55,636.3,0,0
15.76,195.0,-1,0.0,0.0,0.39,65935.49,421088.37,577.17,531.92,0,0
19.57,195.0,-1,0.0,0.0,0.6,63665.7,499553.45,650.39,569.97,0,0
-1,196.0,-1,-1,-1,0.0,-1,372127.09,553.9,-1,0,0
15.73,196.0,-1,0.0,0.0,0.7,58078.2,430615.3,501.62,476.61,0,0
12.79,196.0,-1,0.0,0.0,0.4,57493.75,389622.4,708.0,-1,0,0
16.63,195.0,-1,0.0,0.0,0.4,61303.13,436342.83,574.24,600.26,0,0
16.15,195.0,-1,0.0,0.0,0.8,57081.06,436242.68,593.39,478.98,0,0
-1,-1,-1,0.0,0.0,0.0,59833.1,-1,539.39,474.72,0,0
21.38,198.0,-1,0.0,0.0,0.4,54130.82,467239.4,542.35,-1,0,0
17.84,196.5,-1,0.0,0.0,0.82,66424.41,529507.08,730.26,676.19,0,0
18.31,195.0,-1,0.0,0.0,0.4,61365.43,429809.78,588.5,487.98,0,0
-1,196.0,-1,0.0,0.0,0.41,49640.19,-1,527.73,482.71,0,0
19.13,196.0,-1,0.0,0.0,0.2,65663.5,466679.69,604.77,537.02,0,0
17.87,196.0,-1,0.0,0.0,0.64,61738.5,411895.13,665.06,519.56,0,0
17.24,203.0,-1,0.0,0.0,0.39,65078.48,501931.79,649.53,560.33,0,0
16.27,210.0,-1,0.0,0.0,0.58,62272.72,441682.89,633.22,561.44,0,0
20.63,211.0,-1,0.0,0.0,-1,-1,-1,634.3,438.89,0,0
15.03,211.0,-1,-1,-1,0.4,67795.99,418744.73,581.04,608.79,0,0
14.52,195.0,-1,0.0,0.0,0.41,46470.66,360723.75,461.73,371.77,0,0
17.81,195.0,-1,0.0,0.0,0.45,56350.02,389304.79,573.72,502.1,0,0
13.49,209.0,-1,0.0,0.0,0.63,53991.32,386298.18,507.27,466.1,0,0
-1,212.0,-1,0.0,0.0,0.36,65026.43,463385.77,662.99,-1,0,0
17.86,212.0,-1,0.0,0.0,0.39,57637.49,-1,644.09,-1,0,0
14.72,-1,-1,0.0,0.0,0.4,65818.92,508998.66,545.66,545.29,0,0
17.66,212.0,-1,0.0,0.0,0.41,67449.4,418752.8,623.37,545.8,0,0
16.17,212.0,-1,0.0,0.0,0.6,56973.54,448448.67,576.06,531.86,0,0
-1,-1,-1,-1,-1,-1,69164.26,464928.54,-1,-1,0,0
13.38,206.0,-1,0.0,0.0,0.2,53495.66,387636.11,-1,-1,0,0
20.84,205.0,-1,0.0,0.0,0.61,66023.14,488172.32,634.5,560.02,0,0
17.82,205.0,-1,0.0,0.0,0.39,61952.37,417354.18,644.01,-1,0,0
18.5,202.0,-1,0.0,0.0,0.37,68532.19,447527.97,643.07,534.57,0,0
-1,205.0,-1,0.0,-1,0.36,59515.87,-1,622.24,616.44,0,0
14.87,205.0,-1,0.0,0.0,-1,64160.69,363405.73,-1,-1,0,0
18.06,210.0,-1,0.0,0.0,0.76,65676.27,466086.33,723.84,543.44,0,0
18.78,210.0,-1,0.0,0.0,0.41,60669.03,412343.96,640.0,477.26,0,0
