cpu,memory,memory_swap_in,memory_swap_out,disk_request_read,disk_request_write,interface_bytes_in,interface_bytes_out,interface_packets_in,interface_packets_out,label,label2
83.28,213.0,0.0,5.0,0.0,1.17,8101279.08,43218.49,161069.55,769.11,1,1
91.64,213.0,0.0,5.0,0.0,20.91,9475239.22,51222.41,157608.75,877.56,1,1
80.03,213.0,0.0,5.0,0.1,22.91,8274067.81,44173.89,157951.75,833.14,1,1
73.89,213.0,0.0,5.0,0.18,26.87,8421777.61,46794.77,160093.67,771.3,1,1
75.56,213.0,0.0,5.0,0.18,21.72,8598461.64,45854.5,146225.92,760.32,1,1
80.4,213.0,0.0,5.0,0.2,41.03,7915025.37,50181.22,172907.47,941.06,1,1
81.48,213.0,0.0,5.0,0.0,1.46,8426857.55,45006.48,160878.87,719.24,1,1
86.51,213.0,0.0,5.0,0.0,21.85,7291743.6,54531.72,161457.05,940.68,0,0
50.85,213.0,0.0,5.0,0.21,28.76,2517279.12,26203.93,41869.97,482.92,0,0
23.7,212.0,0.0,5.0,7.0,0.49,137978.47,718741.15,1468.98,935.57,0,0
27.43,211.0,0.0,5.0,0.0,0.5,159642.18,981418.82,1675.7,1279.04,0,0
27.44,214.5,0.0,5.5,0.0,0.5,149181.79,1028488.24,1658.32,1342.91,0,0
29.22,218.0,0.0,6.0,0.0,0.8,129723.84,933919.33,1318.09,1209.12,0,0
28.07,230.0,0.0,6.0,0.0,23.74,116930.53,934121.1,1368.51,1073.8,0,0
25.93,230.0,0.0,6.0,0.0,0.94,148605.06,887244.03,1402.43,1287.52,0,0
31.18,230.0,0.0,6.0,0.1,1.72,130935.46,866347.83,1321.05,1184.87,0,0
22.88,223.5,0.0,6.0,0.0,0.5,115726.3,775983.93,1173.69,1033.49,0,0
23.87,217.0,0.0,6.0,0.0,0.5,116168.58,763767.22,1173.37,971.25,0,0
23.84,218.0,0.0,6.0,0.0,0.6,119178.16,829304.84,1267.65,1065.4,0,0
23.5,219.0,0.0,6.0,0.0,14.65,127752.24,894179.95,1168.4,1113.94,0,0
22.88,215.0,0.0,6.0,0.0,0.44,121331.52,690853.19,1269.84,913.14,0,0
18.83,215.0,0.0,6.0,0.0,1.3,80774.13,611826.84,800.52,822.26,0,0
13.16,219.0,0.0,6.0,0.0,0.5,69377.48,420360.11,715.53,495.7,0,0
13.61,221.0,0.0,6.0,0.0,0.39,59798.46,365264.54,655.82,469.92,0,0
13.61,221.0,0.0,6.0,0.0,0.39,59798.46,365264.54,655.82,469.92,0,0
1.61,229.0,0.0,6.0,0.0,8.65,11873.41,462.12,132.97,7.41,0,0
11.21,229.0,0.0,6.0,0.0,0.0,50581.45,314257.64,476.71,396.94,0,0
13.27,222.0,0.0,6.0,0.0,1.37,61684.94,384497.19,596.95,472.04,0,0
17.7,222.0,0.0,6.0,0.0,1.14,58694.54,390935.42,845.89,510.73,0,0
8.12,225.0,0.0,6.0,0.0,0.38,37790.77,194633.01,387.1,261.31,0,0
10.32,223.5,0.0,6.0,0.0,0.52,45986.99,275943.62,462.85,367.86,0,0
15.53,222.0,0.0,6.0,0.11,3.21,76643.74,392558.41,847.7,496.44,0,0
30.63,211.0,0.0,6.0,0.0,0.76,134561.05,795496.58,1373.51,1119.09,0,0
24.61,211.0,0.0,6.0,0.0,1.13,151762.23,1018680.5,1515.64,1379.22,0,0
31.67,211.0,0.0,6.0,0.0,1.08,129049.39,814345.02,1367.82,957.87,0,0
21.71,211.0,0.0,6.0,0.0,0.38,123189.58,541333.36,934.53,721.7,0,0
12.06,219.0,0.0,6.0,0.0,5.77,67618.51,376332.21,744.74,488.57,0,0
6.68,224.0,0.0,6.0,0.0,1.51,40866.33,148594.04,459.45,177.32,0,0
5.19,229.0,0.0,6.0,0.0,0.43,21906.22,77955.4,234.17,108.38,0,0
12.49,230.0,0.0,6.0,0.0,0.55,57432.58,320250.62,599.92,418.51,0,0
6.35,230.0,0.0,6.0,0.0,0.39,30569.99,124763.25,306.81,160.5,0,0
2.41,229.0,0.0,6.0,0.0,0.41,12779.64,338.48,150.52,6.03,0,0
3.36,229.0,0.0,6.0,0.1,1.0,15072.92,23902.97,163.77,33.6,0,0
5.14,229.0,0.0,6.0,0.2,2.79,40337.29,47563.63,465.26,63.64,0,0
16.15,220.0,0.0,6.0,0.0,0.4,69579.36,493620.73,736.51,613.82,0,0
28.64,211.0,0.0,6.0,0.0,1.11,120154.22,777988.01,1063.15,929.76,0,0
26.53,211.0,0.0,6.0,0.0,0.37,149061.11,1078512.49,1666.93,1530.76,0,0
26.97,211.0,0.0,6.0,0.0,0.63,141859.47,862339.27,1263.15,1091.4,0,0
27.72,211.0,0.0,6.0,0.0,10.57,157638.79,963216.61,1443.74,1183.33,0,0
24.95,211.0,0.0,6.0,0.0,2.61,146153.03,1025848.45,1564.57,1360.56,0,0
28.54,211.0,0.0,6.0,0.0,0.4,140705.88,897675.68,1519.8,1248.54,0,0
17.11,215.0,0.0,6.0,0.0,0.39,128997.8,750626.44,1141.29,1025.63,0,0
17.45,215.0,0.0,6.0,0.0,0.41,85641.73,598072.69,976.03,698.43,0,0
15.8,218.0,0.0,6.0,0.0,0.4,57451.53,328637.43,555.22,406.49,0,0
7.5,218.5,0.0,6.0,0.0,11.12,45754.76,91634.4,751.11,207.95,0,0
2.87,219.0,0.0,6.0,0.0,1.36,21200.29,20390.54,241.44,31.91,0,0
6.02,218.0,0.0,6.0,0.0,0.4,32759.32,120570.91,404.65,147.91,0,0
13.28,217.0,0.0,6.0,0.0,0.45,59213.23,332371.88,568.04,450.81,0,0
18.89,216.0,0.0,6.0,0.0,0.36,97326.61,597783.9,909.56,790.42,0,0
18.77,216.0,0.0,6.0,0.0,0.41,94398.77,547139.22,1054.33,714.57,0,0
22.04,216.0,0.0,6.0,0.21,1.74,105217.95,704454.19,1091.71,716.71,0,0
23.65,214.5,0.0,6.0,0.0,6.37,116574.24,793054.0,1225.41,1136.69,0,0
23.74,213.0,0.0,6.0,0.0,0.4,115196.17,778974.03,1143.7,991.74,0,0
23.85,213.0,0.0,6.0,0.0,0.43,115093.34,793152.58,1170.6,1023.23,0,0
-1,213.0,0.0,6.0,0.0,0.36,91921.85,558321.9,989.41,684.07,0,0
20.25,217.0,0.0,6.0,0.0,0.43,85211.93,468276.24,852.02,749.47,0,0
18.96,217.0,0.0,6.0,0.0,7.22,87894.31,570947.36,1005.06,718.76,0,0
10.97,215.0,0.0,6.0,0.1,2.31,68405.63,395786.97,666.61,478.15,0,0
3.4,217.0,0.0,6.0,0.0,0.4,29047.44,93819.11,301.14,134.96,0,0
1.68,219.0,0.0,6.0,0.0,0.42,11910.51,451.07,114.46,5.89,0,0
4.98,219.0,0.0,6.0,0.0,0.55,18000.64,78707.08,169.83,99.31,0,0
21.16,219.0,0.0,6.0,0.0,0.22,71972.46,669870.39,786.32,764.34,0,0
27.32,212.0,0.0,6.0,0.0,1.12,115691.94,712276.85,1160.45,1082.28,0,0
19.91,212.0,0.0,6.0,0.0,3.59,110085.5,647805.59,1136.83,843.38,0,0
19.49,215.0,0.0,6.0,0.0,0.43,94398.7,588589.27,1043.51,796.38,0,0
22.99,214.0,0.0,6.0,0.0,0.39,114277.38,762887.59,1134.65,948.59,0,0
23.8,213.0,0.0,6.0,0.0,0.38,142286.69,758363.36,1428.71,1038.09,0,0
29.14,211.0,0.0,6.0,0.0,0.41,137063.28,985340.53,1675.6,1263.41,0,0
15.67,211.0,0.0,6.0,0.0,1.21,119522.78,564843.84,777.78,452.85,0,0
5.48,218.0,0.0,6.0,0.0,13.8,37205.87,36767.54,527.45,101.44,0,0
1.7,218.5,0.0,6.0,0.0,0.4,13639.64,394.16,154.02,4.8,0,0
5.96,219.0,0.0,6.0,0.0,0.4,17464.76,95797.61,233.32,95.18,0,0
11.76,215.5,0.0,6.0,0.0,0.39,40659.74,306679.99,446.06,347.9,0,0
16.76,212.0,0.0,6.0,0.0,0.45,88659.69,451517.89,864.26,643.42,0,0
24.17,211.0,0.0,6.0,0.0,1.4,131221.21,875323.8,1350.97,1139.13,0,0
23.61,211.0,0.0,6.0,0.0,6.2,108895.5,781348.65,1133.67,989.85,0,0
25.24,213.0,0.0,6.0,0.0,0.38,115400.36,776822.97,1244.58,993.35,0,0
21.8,213.0,0.0,6.0,0.0,0.41,117596.02,813156.5,1237.24,1045.35,0,0
24.25,213.0,0.0,6.0,0.11,0.4,127503.77,879902.21,1260.2,1169.92,0,0
26.75,211.0,0.0,6.0,0.0,0.78,149250.04,948240.42,1573.3,1236.48,0,0
25.98,211.0,0.0,6.0,0.0,3.82,147784.03,973780.09,1497.25,1236.08,0,0
31.5,211.0,0.0,6.0,0.0,13.58,164550.87,944237.47,1479.59,1316.19,0,0
23.71,211.5,0.0,6.0,0.0,0.4,135038.14,957719.22,1428.45,1369.88,0,0
27.26,212.0,0.0,6.0,0.0,0.39,132527.1,950766.87,1407.77,1134.46,0,0
24.06,212.0,0.0,6.0,0.0,0.79,115976.48,826202.71,1234.68,1082.24,0,0
8.04,212.0,0.0,6.0,0.0,0.68,44980.74,179851.76,505.5,235.1,0,0
3.41,218.0,0.0,6.0,0.0,10.08,20262.53,36059.01,222.73,61.79,0,0
1.57,218.0,0.0,6.0,0.0,1.59,15814.47,254.64,169.09,3.28,0,0
5.48,219.0,0.0,6.0,0.0,0.41,25665.99,112612.46,289.66,145.89,0,0
18.25,219.0,0.0,6.0,0.0,0.42,108002.81,700204.36,1114.68,807.97,0,0
19.18,211.0,0.0,6.0,0.0,0.58,102126.33,583314.69,1069.08,807.01,0,0
13.93,213.5,0.0,6.0,0.0,0.6,77615.16,377758.17,825.57,502.21,0,0
13.68,216.0,0.0,6.0,0.18,7.07,80453.39,386743.46,734.46,491.81,0,0
17.15,216.0,0.0,6.0,0.0,1.6,65886.02,494021.64,784.25,641.2,0,0
25.06,216.0,0.0,6.0,0.0,0.4,147787.45,1028411.76,1366.85,1221.97,0,0
26.66,211.0,0.0,6.0,0.0,0.8,129102.64,995415.23,1381.61,1236.42,0,0
23.16,212.0,0.0,6.0,0.0,0.5,114463.99,670729.65,1296.93,928.96,0,0
19.92,213.0,0.0,6.0,0.0,0.41,95189.22,609719.8,1005.7,781.85,0,0
18.07,213.0,0.0,6.0,0.0,12.96,107573.62,566653.67,1082.51,776.96,0,0
21.81,213.0,0.0,6.0,0.0,1.41,130658.95,774518.86,1324.34,1049.58,0,0
25.41,213.0,0.0,6.0,0.0,0.76,128776.5,899950.08,1233.23,1097.17,0,0
22.84,213.0,0.0,6.0,0.0,0.59,131044.66,692188.03,1208.15,1217.15,0,0
14.86,213.0,0.0,6.0,0.0,0.4,80986.6,446962.97,810.65,543.72,0,0
13.74,214.5,0.0,6.0,0.0,5.11,72365.61,363919.75,684.05,504.97,0,0
17.2,216.0,0.0,6.0,0.0,2.59,77841.37,536396.43,836.58,659.19,0,0
19.14,214.0,0.0,6.0,0.0,0.45,89817.0,614686.74,902.49,820.37,0,0
23.93,214.0,0.0,6.0,0.0,0.4,120847.07,803043.7,1260.46,1088.1,0,0
11.88,218.0,0.0,6.0,0.0,0.36,56941.34,234317.97,588.0,376.3,0,0
11.28,218.0,0.0,6.0,0.0,0.4,51045.37,244558.58,493.37,337.41,0,0
15.68,218.0,0.0,6.0,0.0,0.61,66655.83,425366.89,687.0,543.64,0,0
27.35,215.0,0.0,6.0,0.0,9.13,131479.88,910453.61,1384.18,1269.74,0,0
24.89,215.0,0.0,6.0,0.0,0.4,129891.89,922591.11,1329.98,1239.95,0,0
13.71,213.0,0.0,6.0,0.0,0.42,78693.42,427560.33,842.42,624.18,0,0
2.9,213.0,0.0,6.0,0.0,0.41,26128.47,647.27,445.22,8.87,0,0
1.95,220.0,0.0,6.0,0.0,0.4,16653.44,19623.67,188.71,2.05,0,0
7.44,220.0,0.0,6.0,0.0,0.69,32102.41,212570.75,357.53,247.27,0,0
17.57,220.0,0.0,6.0,0.0,8.02,47132.57,352610.88,471.0,436.11,0,0
14.14,219.0,0.0,6.0,0.0,0.36,80730.9,413665.72,806.96,602.08,0,0
9.5,219.0,0.0,6.0,0.0,0.6,50493.67,194439.18,534.77,263.92,0,0
6.95,218.0,0.0,6.0,0.0,0.4,36984.95,173369.8,375.97,226.74,0,0
5.68,218.5,0.0,6.0,3.57,0.3,25819.3,110517.32,263.77,146.66,0,0
13.09,219.0,0.0,6.0,3.57,1.31,52465.68,383817.94,550.13,473.69,0,0
17.27,215.5,0.0,6.0,0.0,4.22,80489.51,595919.52,841.69,763.63,0,0
27.0,212.0,0.0,6.0,0.0,0.4,126912.71,818529.33,1294.43,1045.27,0,0
22.42,213.0,0.0,6.0,0.0,0.39,125586.93,756061.7,1283.69,995.87,0,0
24.08,213.0,0.0,6.0,0.0,0.53,121169.28,857901.73,1329.57,1106.87,0,0
23.68,213.0,0.0,6.0,0.0,0.66,118591.4,726548.98,1088.11,1004.72,0,0
25.43,212.0,0.0,6.0,0.0,0.7,122865.59,859276.4,1235.72,1130.96,0,0
24.96,211.0,0.0,6.0,0.1,7.24,118946.67,856053.01,1342.06,1061.05,0,0
11.03,213.0,0.0,6.0,0.0,0.37,84335.83,375177.64,765.9,453.92,0,0
4.05,213.0,0.0,6.0,0.0,0.39,25532.55,34088.52,317.11,52.22,0,0
1.86,219.0,0.0,6.0,0.0,0.4,11418.83,1179.4,134.2,5.66,0,0
5.39,219.0,0.0,6.0,0.0,0.6,35671.92,108036.81,308.84,300.62,0,0
12.51,219.0,0.0,6.0,0.0,0.52,54181.35,391659.44,547.63,520.63,0,0
18.92,215.5,0.0,6.0,0.0,3.27,99449.66,577097.32,1058.37,745.67,0,0
22.21,212.0,0.0,6.0,0.0,3.37,130309.41,776315.87,1350.39,918.91,0,0
22.76,213.0,0.0,6.0,0.0,0.45,126296.63,742432.4,1288.96,997.12,0,0
22.72,213.0,0.0,6.0,0.0,0.39,129432.6,746088.04,1303.74,1072.89,0,0
22.56,213.0,0.0,6.0,0.0,0.95,131723.84,787308.61,1357.4,1096.99,0,0
27.01,213.0,0.0,6.0,0.0,0.6,139061.47,913459.12,1417.64,1137.32,0,0
21.25,212.0,0.0,6.0,0.0,7.53,118452.8,711403.57,1194.87,922.72,0,0
15.27,214.0,0.0,6.0,0.0,7.53,89560.96,446247.31,956.91,593.4,0,0
2.0,216.0,0.0,6.0,0.0,0.4,20681.18,635.23,201.63,9.12,0,0
1.99,220.0,0.0,6.0,0.0,0.59,10442.19,6099.62,134.6,5.64,0,0
4.74,220.0,0.0,6.0,0.0,0.6,17835.89,73586.04,158.18,84.1,0,0
5.14,218.0,0.0,6.0,0.0,0.4,61976.08,436862.41,648.96,92.06,0,0
22.49,219.0,0.0,6.0,0.0,3.57,113986.61,789516.83,1190.91,1048.43,0,0
28.68,219.5,0.0,6.0,0.0,3.67,131835.99,859302.12,1380.98,1099.74,0,0
22.2,219.0,0.0,6.0,0.0,0.46,133184.49,957472.19,1328.37,1225.58,0,0
27.6,219.0,0.0,6.0,0.0,0.74,125492.44,856922.59,1322.49,1143.12,0,0
27.09,214.0,0.0,6.0,0.0,0.58,144518.54,1082233.64,1526.08,1247.28,0,0
26.78,212.5,0.0,6.0,0.0,0.41,143916.7,824814.51,1456.13,1241.36,0,0
22.98,211.0,0.0,6.0,0.0,8.5,117456.44,690763.48,1210.21,897.91,0,0
15.67,213.0,0.0,6.0,0.0,3.56,76294.38,426542.16,862.5,568.89,0,0
7.9,215.0,0.0,6.0,0.0,0.4,44312.03,192127.39,466.25,223.02,0,0
13.6,218.0,0.0,6.0,0.0,0.41,55066.81,343061.02,554.52,442.08,0,0
17.61,218.0,0.0,6.0,0.0,0.4,96200.71,573277.19,969.91,836.53,0,0
8.43,215.0,0.0,6.0,0.0,0.58,47988.28,213994.0,810.69,501.91,0,0
2.2,217.0,0.0,6.0,0.0,3.6,15512.78,414.61,182.22,6.12,0,0
2.57,219.0,0.0,6.0,0.0,3.02,10224.14,21970.32,124.93,17.68,0,0
11.74,216.5,0.0,6.0,0.0,0.41,46382.0,319679.79,502.34,441.05,0,0
18.4,214.0,0.0,6.0,0.0,0.42,70778.16,478347.7,795.14,609.88,0,0
21.77,210.0,0.0,6.0,0.0,0.42,133789.46,755403.86,1111.41,1005.88,0,0
18.26,210.0,0.0,6.0,0.0,0.81,94951.16,583493.34,1077.62,791.32,0,0
18.13,215.0,0.0,6.0,0.1,5.82,95232.44,570543.53,991.7,760.23,0,0
21.84,215.0,0.0,6.0,0.1,5.73,106712.44,675277.78,1138.06,847.58,0,0
24.53,215.0,0.0,6.0,0.0,0.38,125880.41,876519.72,1295.89,1208.72,0,0
28.54,211.0,0.0,6.0,0.0,0.4,140991.62,970089.84,1605.92,1127.17,0,0
13.87,220.0,0.0,6.0,0.0,0.43,83489.79,455791.29,796.45,595.39,0,0
8.19,220.0,0.0,6.0,0.0,0.8,47454.43,191074.08,465.15,251.11,0,0
9.48,220.0,0.0,6.0,0.0,0.58,37041.35,183464.05,405.98,251.4,0,0
15.39,219.0,0.0,6.0,0.0,5.12,59563.74,465255.63,619.37,507.12,0,0
20.5,218.0,0.0,6.0,0.0,0.4,81811.24,641138.6,847.77,760.65,0,0
21.66,217.0,0.0,6.0,0.0,0.4,114049.73,688274.83,1127.14,975.39,0,0
22.13,213.0,0.0,6.0,0.0,0.42,138291.69,785934.48,1329.19,1043.13,0,0
24.17,213.0,0.0,6.0,0.0,0.84,112000.39,746996.17,1245.73,945.02,0,0
23.73,213.0,0.0,6.0,0.0,0.55,118092.58,864458.73,1200.0,969.68,0,0
24.87,212.5,0.0,6.0,0.0,13.15,133320.48,767056.34,1392.06,1111.48,0,0
27.85,212.0,0.0,6.0,0.0,0.4,130270.78,894599.45,1363.49,1239.41,0,0
14.84,214.0,0.0,6.0,0.0,0.43,83883.58,440428.99,877.02,637.7,0,0
2.21,216.0,0.0,6.0,0.0,0.36,21341.86,315.89,251.94,4.61,0,0
1.62,219.0,0.0,6.0,0.0,0.81,11157.68,211.85,137.91,2.98,0,0
3.39,219.0,0.0,6.0,0.0,0.4,11124.2,43116.63,140.39,34.66,0,0
11.41,211.0,0.0,6.0,0.0,3.77,42509.91,326234.61,437.12,410.77,0,0
21.16,211.0,0.0,6.0,0.0,0.5,96990.35,652403.56,990.11,875.8,0,0
26.13,211.0,0.0,6.0,0.0,0.5,153244.15,941768.11,1567.2,1225.78,0,0
27.89,211.0,0.0,6.0,0.0,0.41,155329.2,978296.57,1598.14,1246.31,0,0
25.33,211.0,0.0,6.0,0.0,1.0,134737.09,946739.43,1445.71,1242.31,0,0
27.02,211.0,0.0,6.0,0.0,0.78,140146.99,949873.21,1448.19,1233.91,0,0
28.49,211.0,0.0,6.0,0.0,19.18,143466.48,965554.96,1341.83,1236.24,0,0
20.79,211.0,0.0,6.0,0.0,0.37,96095.84,558566.68,1175.74,879.05,0,0
14.02,214.5,0.0,6.0,0.0,0.43,66998.27,323488.41,673.63,396.55,0,0
6.71,218.0,0.0,6.0,0.0,0.43,37950.59,143255.8,391.59,200.64,0,0
7.44,219.0,0.0,6.0,0.0,0.4,32791.42,156476.53,391.2,198.82,0,0
13.43,219.0,0.0,6.0,0.0,0.55,51150.15,350994.22,468.39,450.37,0,0
12.54,216.0,0.0,6.0,0.21,18.7,63336.72,379819.91,710.74,525.09,0,0
13.0,216.0,0.0,6.0,0.0,0.42,47048.87,187615.71,666.96,506.5,0,0
2.61,219.0,0.0,6.0,0.0,0.49,24511.77,41576.23,290.5,57.39,0,0
3.43,218.5,0.0,6.0,0.0,0.57,20386.93,41592.62,248.23,58.5,0,0
11.79,209.0,0.0,6.0,0.0,0.6,41288.76,324423.24,407.39,362.54,0,0
15.23,209.0,0.0,6.0,0.0,0.4,65674.23,468934.82,720.48,583.8,0,0
25.42,215.0,0.0,6.0,0.0,6.68,140629.41,901903.39,1199.58,1170.24,0,0
18.33,215.0,0.0,6.0,0.0,0.39,112653.27,518547.88,1156.72,742.05,0,0
18.34,215.0,0.0,6.0,0.0,0.38,95963.42,572918.08,1032.63,794.47,0,0
19.9,213.0,0.0,6.0,0.0,0.79,105207.47,651004.54,1120.93,819.75,0,0
24.03,211.0,0.0,6.0,0.0,0.82,125573.08,885261.32,1266.77,1164.77,1,1
21.24,212.0,0.0,6.0,0.0,10.24,95787.52,352475.32,1356.55,753.45,1,1
53.17,212.0,0.0,6.0,0.0,2.0,373260.14,770624.53,6949.12,3406.83,1,1
49.36,212.0,0.0,6.0,0.0,0.42,349315.55,865711.85,5245.45,2726.87,1,1
45.75,214.0,0.0,6.0,0.0,0.6,300412.92,808780.73,4953.7,2184.99,1,1
54.84,214.0,0.0,6.0,0.0,0.72,344323.19,896326.85,5529.59,3071.87,1,1
66.28,213.0,0.0,6.0,0.0,0.51,445142.72,1083113.67,7054.24,4059.88,1,1
67.19,212.0,0.0,6.0,0.0,20.68,434329.85,1262491.92,6985.73,4180.41,1,1
58.32,212.0,0.0,6.0,0.0,0.4,400310.61,1073464.02,7191.17,3730.58,1,1
64.53,212.0,0.0,6.0,0.0,0.4,464216.11,1217517.87,6931.69,4500.48,1,1
61.68,212.0,0.0,6.0,0.0,0.81,432138.29,1123803.78,6476.07,3756.98,1,1
55.44,212.0,0.0,6.0,0.0,0.92,406045.24,1142841.73,7057.03,4017.34,1,1
56.55,212.0,0.0,6.0,0.09,3.4,412278.85,1042172.89,6739.13,4051.34,1,1
58.99,211.5,0.0,6.0,0.09,12.11,429431.58,1033679.74,6586.73,4208.54,1,1
60.88,211.0,0.0,6.0,0.0,0.42,447859.81,1316416.61,7659.3,4055.17,1,1
59.27,221.0,0.0,6.0,0.0,0.4,384162.54,999364.3,6221.76,3880.39,1,1
60.0,221.0,0.0,6.0,0.0,0.92,465057.58,1140841.0,6958.48,3856.48,1,1
60.19,220.0,0.0,6.0,0.0,0.39,418862.43,1041822.43,6760.34,4124.65,1,1
61.74,219.0,0.0,6.0,0.0,11.81,401035.52,1029495.79,6666.57,4001.6,1,1
60.4,215.5,0.0,6.0,0.0,3.6,439223.38,1128682.57,7023.1,3985.57,1,1
60.49,212.0,0.0,6.0,0.0,0.42,428917.85,1127677.33,6773.35,4046.93,1,1
57.8,211.0,0.0,6.0,0.0,0.94,429505.14,1124428.79,6821.36,4072.65,1,1
58.96,211.0,0.0,6.0,0.0,0.4,472271.5,1126195.14,6969.21,3649.63,1,1
58.28,212.0,0.0,6.0,0.0,0.39,426209.12,1122975.02,7141.34,4456.51,1,1
62.98,212.0,0.0,6.0,0.0,11.78,438165.38,1106034.4,6772.7,4071.21,1,1
61.14,212.0,0.0,6.0,0.0,0.42,423490.37,1118626.91,7049.89,3947.53,1,1
61.48,212.0,0.0,6.0,0.0,0.67,418297.35,1136304.41,7197.05,4157.19,1,1
59.05,212.0,0.0,6.0,0.0,1.18,432403.86,1115028.24,6813.84,3993.92,1,1
62.45,212.0,0.0,6.0,0.0,0.39,420154.81,1166862.93,7174.18,4238.71,1,1
66.01,212.0,0.0,6.0,0.2,24.29,395552.73,987198.88,6493.21,4085.63,1,1
62.65,212.0,0.0,6.0,0.0,0.41,462542.46,1299567.71,7212.15,4015.94,1,1
62.26,212.0,0.0,6.0,0.0,0.69,420602.84,1104310.83,6785.74,4000.42,1,1
58.29,212.0,0.0,6.0,0.0,0.69,440062.38,1125564.49,6963.62,4045.06,1,1
59.19,212.0,0.0,6.0,0.0,0.41,453121.43,1155754.28,7107.36,4159.02,1,1
68.41,212.0,0.0,6.0,0.0,10.93,437951.72,1038747.94,6992.7,4075.14,1,1
57.11,212.0,0.0,6.0,0.0,16.49,431549.29,1106145.48,6838.72,4012.83,1,1
66.51,212.0,0.0,6.0,0.0,0.41,395147.64,1259165.18,7017.66,4455.23,1,1
61.06,212.0,0.0,6.0,0.0,0.42,433185.16,1111800.12,7319.03,4085.09,1,1
62.93,212.0,0.0,6.0,0.0,0.38,433429.77,1129178.71,7032.22,4243.22,1,1
60.42,212.0,0.0,6.0,0.0,0.8,433939.45,1092043.81,7193.48,3968.6,1,1
58.46,212.0,0.0,6.0,0.0,1.31,419520.42,1143346.2,6827.42,3991.13,1,1
53.96,212.0,0.0,6.0,0.22,29.44,458170.44,1145040.93,6584.35,4316.69,1,1
58.61,212.0,0.0,6.0,0.0,0.39,419242.91,966538.84,7127.96,3679.3,1,1
60.72,212.0,0.0,6.0,0.0,0.39,383487.86,1214751.96,7158.22,3995.94,1,1
64.56,212.0,0.0,6.0,0.0,0.74,443847.2,1113980.52,7231.29,4238.74,1,1
62.72,212.0,0.0,6.0,0.0,0.73,431824.81,1193108.32,6965.66,4091.23,1,1
64.92,212.0,0.0,6.0,0.0,13.29,423814.15,1166342.64,6904.2,3979.53,1,1
63.49,211.5,0.0,6.0,0.0,13.65,429896.35,1115098.2,6823.74,4018.22,1,1
47.73,211.0,0.0,6.0,0.0,0.4,355256.32,554255.48,5568.98,2657.41,1,1
62.38,211.0,0.0,6.0,0.0,0.4,428472.44,1087056.08,7286.27,3928.63,1,1
43.37,213.0,0.0,6.0,0.0,0.99,326011.71,617140.42,5271.39,2684.45,1,1
61.23,213.0,0.0,6.0,0.0,11.02,414301.43,1096084.63,6497.64,3490.87,1,1
61.75,213.0,0.0,6.0,0.0,11.02,442798.47,1126214.02,6829.95,4028.77,1,1
60.2,211.0,0.0,6.0,0.0,0.5,423297.46,1124392.28,7117.8,4033.82,1,1
60.4,211.0,0.0,6.0,0.0,1.28,443248.29,1112572.34,6396.36,4423.19,1,1
41.38,212.0,0.0,6.0,0.0,1.05,329994.11,627400.68,5689.01,2362.02,1,1
58.54,212.0,0.0,6.0,0.0,0.38,386122.13,988975.11,6354.78,3263.32,1,1
63.39,212.0,0.0,6.0,0.2,21.92,426270.67,1146497.99,6927.84,4001.38,1,1
67.88,211.0,0.0,6.0,0.0,0.44,435583.6,1112264.14,7062.53,3944.95,1,1
64.08,211.0,0.0,6.0,0.0,0.38,445948.05,1083550.35,6923.85,4251.17,1,1
65.83,211.0,0.0,6.0,0.0,0.7,418660.83,1176150.57,6679.21,3975.68,1,1
54.33,212.0,0.0,6.0,0.0,1.31,465097.38,1082442.39,7033.58,4465.63,1,1
61.33,212.0,0.0,6.0,0.0,0.37,423920.84,1064889.22,7210.03,3909.8,1,1
61.2,212.0,0.0,6.0,0.0,30.05,420311.35,1122381.08,6959.23,4158.97,1,1
57.44,211.5,0.0,6.0,0.0,0.36,428275.09,995060.88,6927.6,3667.57,1,1
62.7,211.0,0.0,6.0,0.0,0.7,438808.85,1174242.33,6868.04,4381.4,1,1
63.95,216.0,0.0,6.0,0.0,0.7,426898.62,1109503.06,6872.02,4030.66,1,1
59.77,221.0,0.0,6.0,0.0,0.4,404149.59,1007309.04,6571.51,4050.35,1,1
63.38,211.0,0.0,6.0,0.0,10.58,440644.17,1268096.86,6952.48,3724.85,1,1
46.4,211.0,0.0,6.0,0.19,19.55,328391.47,699720.0,6130.01,2871.7,1,1
48.27,213.0,0.0,6.0,0.0,0.39,367499.12,845495.25,5813.42,2759.15,1,1
65.24,216.5,0.0,6.0,0.0,0.4,439713.65,1111845.99,6943.29,4189.44,1,1
59.52,220.0,0.0,6.0,0.0,0.39,427013.91,1020296.55,6926.82,3810.57,1,1
61.26,219.0,0.0,6.0,0.0,0.7,431848.43,1158108.55,6889.87,4075.65,1,1
52.23,218.0,0.0,6.0,0.0,11.61,370468.33,953750.71,6014.96,3383.25,1,1
50.09,213.0,0.0,6.0,0.0,0.41,377294.82,855487.68,5596.8,2943.55,1,1
58.89,212.0,0.0,6.0,0.0,0.4,427594.56,1102966.82,6850.5,3943.29,1,1
62.06,212.0,0.0,6.0,0.0,0.41,416788.66,1123873.56,7085.04,4555.15,1,1
61.51,212.0,0.0,6.0,0.0,0.38,415343.86,1161108.39,7210.18,3911.71,1,1
